,contractID,symbol,expiration,date,strike,type,last,mark,bid,ask,volume,open_interest,implied_volatility
228,IBM241101P00295000,IBM,2024-11-01,2024-10-25,295.00,put,0.00,79.97,78.45,81.50,0,0,0.75074
229,IBM241101C00300000,IBM,2024-11-01,2024-10-25,300.00,call,0.00,0.01,0.00,0.24,0,0,0.79832
230,IBM241101P00300000,IBM,2024-11-01,2024-10-25,300.00,put,0.00,85.12,83.50,86.75,0,0,0.96402
231,IBM241101C00305000,IBM,2024-11-01,2024-10-25,305.00,call,0.00,0.01,0.00,0.50,0,0,0.83384
232,IBM241101P00305000,IBM,2024-11-01,2024-10-25,305.00,put,0.00,90.60,89.20,92.00,0,0,1.34526
233,IBM241108C00115000,IBM,2024-11-08,2024-10-25,115.00,call,0.00,100.08,98.45,101.70,0,0,1.43443
234,IBM241108P00115000,IBM,2024-11-08,2024-10-25,115.00,put,0.00,0.01,0.00,0.37,0,0,1.04572
235,IBM241108C00120000,IBM,2024-11-08,2024-10-25,120.00,call,112.75,95.00,93.25,96.75,0,1,1.24480
236,IBM241108P00120000,IBM,2024-11-08,2024-10-25,120.00,put,0.00,0.01,0.00,0.37,0,0,0.97865
237,IBM241108C00125000,IBM,2024-11-08,2024-10-25,125.00,call,0.00,90.08,88.40,91.75,0,0,1.24343
238,IBM241108P00125000,IBM,2024-11-08,2024-10-25,125.00,put,0.00,0.01,0.00,0.37,0,0,0.91417
239,IBM241108C00130000,IBM,2024-11-08,2024-10-25,130.00,call,0.00,85.08,83.40,86.75,0,0,1.15380
240,IBM241108P00130000,IBM,2024-11-08,2024-10-25,130.00,put,0.00,0.01,0.00,0.75,0,0,0.85213
241,IBM241108C00135000,IBM,2024-11-08,2024-10-25,135.00,call,0.00,80.08,78.40,81.75,0,0,1.06767
242,IBM241108P00135000,IBM,2024-11-08,2024-10-25,135.00,put,0.00,0.01,0.00,0.75,0,0,0.79222
243,IBM241108C00140000,IBM,2024-11-08,2024-10-25,140.00,call,0.00,75.08,73.40,76.75,0,0,0.98460
244,IBM241108P00140000,IBM,2024-11-08,2024-10-25,140.00,put,0.00,0.01,0.00,0.38,0,0,0.73430
245,IBM241108C00145000,IBM,2024-11-08,2024-10-25,145.00,call,0.00,70.08,68.40,71.75,0,0,0.90457
246,IBM241108P00145000,IBM,2024-11-08,2024-10-25,145.00,put,0.00,0.01,0.00,0.75,0,0,0.67820
247,IBM241108C00150000,IBM,2024-11-08,2024-10-25,150.00,call,69.43,65.05,63.30,66.80,0,0,0.79969
248,IBM241108P00150000,IBM,2024-11-08,2024-10-25,150.00,put,0.00,0.01,0.00,0.75,0,0,0.62393
249,IBM241108C00155000,IBM,2024-11-08,2024-10-25,155.00,call,62.55,60.45,59.10,61.80,0,1,0.93658
250,IBM241108P00155000,IBM,2024-11-08,2024-10-25,155.00,put,0.00,0.01,0.00,0.38,0,0,0.57104
251,IBM241108C00160000,IBM,2024-11-08,2024-10-25,160.00,call,0.00,55.15,53.50,56.80,0,0,0.72866
252,IBM241108P00160000,IBM,2024-11-08,2024-10-25,160.00,put,0.00,0.01,0.00,0.63,0,0,0.51982
253,IBM241108C00165000,IBM,2024-11-08,2024-10-25,165.00,call,0.00,50.02,48.25,51.80,0,0,0.54833
254,IBM241108P00165000,IBM,2024-11-08,2024-10-25,165.00,put,0.00,0.01,0.00,0.63,0,0,0.46967
255,IBM241108C00170000,IBM,2024-11-08,2024-10-25,170.00,call,0.00,45.08,43.30,46.85,0,0,0.54253
256,IBM241108P00170000,IBM,2024-11-08,2024-10-25,170.00,put,0.00,0.01,0.00,0.30,0,0,0.42089
257,IBM241108C00175000,IBM,2024-11-08,2024-10-25,175.00,call,0.00,40.27,38.75,41.80,0,0,0.57089
258,IBM241108P00175000,IBM,2024-11-08,2024-10-25,175.00,put,0.10,0.01,0.00,0.05,1,0,0.37302
259,IBM241108C00180000,IBM,2024-11-08,2024-10-25,180.00,call,0.00,35.08,33.30,36.85,0,0,0.41251
260,IBM241108P00180000,IBM,2024-11-08,2024-10-25,180.00,put,0.00,0.11,0.01,0.20,0,3,0.43415
261,IBM241108C00185000,IBM,2024-11-08,2024-10-25,185.00,call,0.00,29.83,28.60,31.05,0,0,0.14789
262,IBM241108P00185000,IBM,2024-11-08,2024-10-25,185.00,put,0.08,0.08,0.02,0.15,1,21,0.35870
263,IBM241108C00190000,IBM,2024-11-08,2024-10-25,190.00,call,43.16,25.30,24.45,26.15,0,4,0.37470
264,IBM241108P00190000,IBM,2024-11-08,2024-10-25,190.00,put,0.05,0.11,0.07,0.15,1,39,0.31815
265,IBM241108C00195000,IBM,2024-11-08,2024-10-25,195.00,call,37.26,20.00,19.65,20.35,0,24,0.09804
266,IBM241108P00195000,IBM,2024-11-08,2024-10-25,195.00,put,0.00,0.33,0.09,0.56,0,27,0.32120
267,IBM241108C00200000,IBM,2024-11-08,2024-10-25,200.00,call,18.49,15.55,14.85,16.25,3,14,0.28294
268,IBM241108P00200000,IBM,2024-11-08,2024-10-25,200.00,put,0.36,0.38,0.33,0.43,52,87,0.26266
269,IBM241108C00205000,IBM,2024-11-08,2024-10-25,205.00,call,28.80,10.62,10.30,10.95,0,34,0.21617
270,IBM241108P00205000,IBM,2024-11-08,2024-10-25,205.00,put,0.86,0.93,0.84,1.01,67,99,0.25397
271,IBM241108C00207500,IBM,2024-11-08,2024-10-25,207.50,call,0.00,8.35,8.15,8.55,0,0,0.19894
272,IBM241108P00207500,IBM,2024-11-08,2024-10-25,207.50,put,1.30,1.43,1.26,1.60,48,59,0.25260
273,IBM241108C00210000,IBM,2024-11-08,2024-10-25,210.00,call,6.35,6.42,6.25,6.60,1,518,0.19849
274,IBM241108P00210000,IBM,2024-11-08,2024-10-25,210.00,put,2.11,2.01,1.88,2.14,64,118,0.24422
275,IBM241108C00212500,IBM,2024-11-08,2024-10-25,212.50,call,5.60,4.50,3.90,5.10,2,4,0.18279
276,IBM241108P00212500,IBM,2024-11-08,2024-10-25,212.50,put,2.90,3.22,2.89,3.55,93,24,0.26297
277,IBM241108C00215000,IBM,2024-11-08,2024-10-25,215.00,call,3.18,3.25,3.15,3.35,125,42,0.19178
278,IBM241108P00215000,IBM,2024-11-08,2024-10-25,215.00,put,4.15,4.25,4.00,4.50,52,325,0.25550
279,IBM241108C00217500,IBM,2024-11-08,2024-10-25,217.50,call,2.13,2.17,2.06,2.29,219,156,0.19208
280,IBM241108P00217500,IBM,2024-11-08,2024-10-25,217.50,put,5.61,5.43,4.90,5.95,49,32,0.24330
281,IBM241108C00220000,IBM,2024-11-08,2024-10-25,220.00,call,1.32,1.37,1.29,1.45,674,615,0.19193
282,IBM241108P00220000,IBM,2024-11-08,2024-10-25,220.00,put,7.40,7.40,7.05,7.75,34,365,0.26632
283,IBM241108C00222500,IBM,2024-11-08,2024-10-25,222.50,call,0.86,0.85,0.76,0.94,154,72,0.19468
284,IBM241108P00222500,IBM,2024-11-08,2024-10-25,222.50,put,9.27,9.68,9.45,9.90,27,13,0.30138
285,IBM241108C00225000,IBM,2024-11-08,2024-10-25,225.00,call,0.49,0.49,0.45,0.53,386,373,0.19529
286,IBM241108P00225000,IBM,2024-11-08,2024-10-25,225.00,put,12.00,11.70,11.15,12.25,119,120,0.31144
287,IBM241108C00227500,IBM,2024-11-08,2024-10-25,227.50,call,0.28,0.49,0.26,0.72,751,79,0.22806
288,IBM241108P00227500,IBM,2024-11-08,2024-10-25,227.50,put,0.00,13.90,13.10,14.70,0,24,0.32806
289,IBM241108C00230000,IBM,2024-11-08,2024-10-25,230.00,call,0.18,0.18,0.15,0.21,195,154,0.20626
290,IBM241108P00230000,IBM,2024-11-08,2024-10-25,230.00,put,16.27,16.38,15.50,17.25,33,172,0.36434
291,IBM241108C00232500,IBM,2024-11-08,2024-10-25,232.50,call,0.23,0.16,0.10,0.22,151,57,0.22714
292,IBM241108P00232500,IBM,2024-11-08,2024-10-25,232.50,put,15.75,18.57,17.20,19.95,2,30,0.37059
293,IBM241108C00235000,IBM,2024-11-08,2024-10-25,235.00,call,0.15,0.09,0.03,0.14,17,208,0.22852
294,IBM241108P00235000,IBM,2024-11-08,2024-10-25,235.00,put,0.00,21.25,20.35,22.15,0,43,0.42318
295,IBM241108C00237500,IBM,2024-11-08,2024-10-25,237.50,call,0.12,0.08,0.02,0.14,0,130,0.24666
296,IBM241108P00237500,IBM,2024-11-08,2024-10-25,237.50,put,0.00,23.73,23.00,24.45,0,7,0.45473
297,IBM241108C00240000,IBM,2024-11-08,2024-10-25,240.00,call,0.09,0.01,0.00,0.18,5,254,0.20794
298,IBM241108P00240000,IBM,2024-11-08,2024-10-25,240.00,put,26.30,26.50,25.70,27.30,9,17,0.51570
299,IBM241108C00242500,IBM,2024-11-08,2024-10-25,242.50,call,0.07,0.01,0.00,0.38,5,79,0.22531
300,IBM241108P00242500,IBM,2024-11-08,2024-10-25,242.50,put,0.00,28.65,27.10,30.20,0,0,0.50976
301,IBM241108C00245000,IBM,2024-11-08,2024-10-25,245.00,call,0.06,0.10,0.02,0.17,3,368,0.32074
302,IBM241108P00245000,IBM,2024-11-08,2024-10-25,245.00,put,0.00,31.23,30.35,32.10,0,0,0.54970
303,IBM241108C00247500,IBM,2024-11-08,2024-10-25,247.50,call,2.75,0.01,0.00,0.38,0,14,0.25931
304,IBM241108P00247500,IBM,2024-11-08,2024-10-25,247.50,put,0.00,33.50,32.45,34.55,0,0,0.55122
305,IBM241108C00250000,IBM,2024-11-08,2024-10-25,250.00,call,0.02,0.01,0.00,0.38,0,33,0.27592
306,IBM241108P00250000,IBM,2024-11-08,2024-10-25,250.00,put,34.65,36.15,34.70,37.60,1,1,0.59939
307,IBM241108C00252500,IBM,2024-11-08,2024-10-25,252.50,call,2.04,0.01,0.00,0.38,0,10,0.29223
308,IBM241108P00252500,IBM,2024-11-08,2024-10-25,252.50,put,0.00,38.60,37.05,40.15,0,0,0.62134
309,IBM241108C00255000,IBM,2024-11-08,2024-10-25,255.00,call,0.07,0.01,0.00,0.27,20,348,0.30824
310,IBM241108P00255000,IBM,2024-11-08,2024-10-25,255.00,put,0.00,40.88,39.60,42.15,0,0,0.61829
311,IBM241108C00260000,IBM,2024-11-08,2024-10-25,260.00,call,0.05,0.01,0.00,0.36,22,282,0.33964
312,IBM241108P00260000,IBM,2024-11-08,2024-10-25,260.00,put,0.00,46.25,44.55,47.95,0,0,0.72393
313,IBM241108C00265000,IBM,2024-11-08,2024-10-25,265.00,call,0.54,0.01,0.00,0.75,0,185,0.37013
314,IBM241108P00265000,IBM,2024-11-08,2024-10-25,265.00,put,0.00,51.25,49.55,52.95,0,0,0.77698
315,IBM241108C00270000,IBM,2024-11-08,2024-10-25,270.00,call,0.21,0.01,0.00,0.37,0,35,0.39970
316,IBM241108P00270000,IBM,2024-11-08,2024-10-25,270.00,put,0.00,56.25,54.50,58.00,0,4,0.82820
317,IBM241108C00275000,IBM,2024-11-08,2024-10-25,275.00,call,0.50,0.01,0.00,0.37,0,4,0.42866
318,IBM241108P00275000,IBM,2024-11-08,2024-10-25,275.00,put,0.00,61.20,59.50,62.90,0,0,0.87042
319,IBM241108C00280000,IBM,2024-11-08,2024-10-25,280.00,call,0.25,0.01,0.00,0.75,0,9,0.45671
320,IBM241108P00280000,IBM,2024-11-08,2024-10-25,280.00,put,0.00,66.28,64.50,68.05,0,0,0.93063
321,IBM241108C00285000,IBM,2024-11-08,2024-10-25,285.00,call,0.00,0.01,0.00,0.62,0,0,0.48430
322,IBM241108P00285000,IBM,2024-11-08,2024-10-25,285.00,put,0.00,71.57,70.35,72.80,0,0,1.02011
323,IBM241108C00290000,IBM,2024-11-08,2024-10-25,290.00,call,0.00,0.01,0.00,0.62,0,0,0.51113
324,IBM241108P00290000,IBM,2024-11-08,2024-10-25,290.00,put,0.00,76.17,74.50,77.85,0,0,1.00563
325,IBM241108C00295000,IBM,2024-11-08,2024-10-25,295.00,call,0.00,0.01,0.00,0.75,0,0,0.53735
326,IBM241108P00295000,IBM,2024-11-08,2024-10-25,295.00,put,0.00,81.30,79.60,83.00,0,0,1.07103
327,IBM241108C00300000,IBM,2024-11-08,2024-10-25,300.00,call,0.00,0.01,0.00,0.37,0,0,0.56311
328,IBM241108P00300000,IBM,2024-11-08,2024-10-25,300.00,put,0.00,86.22,84.45,88.00,0,0,1.10121
329,IBM241108C00305000,IBM,2024-11-08,2024-10-25,305.00,call,0.00,0.01,0.00,0.75,0,0,0.58811
330,IBM241108P00305000,IBM,2024-11-08,2024-10-25,305.00,put,0.00,91.15,89.45,92.85,0,0,1.13139
331,IBM241115C00115000,IBM,2024-11-15,2024-10-25,115.00,call,0.00,100.05,98.40,101.70,0,0,1.01630
332,IBM241115P00115000,IBM,2024-11-15,2024-10-25,115.00,put,0.00,0.01,0.00,0.54,0,2,0.85503
333,IBM241115C00120000,IBM,2024-11-15,2024-10-25,120.00,call,0.00,95.05,93.40,96.70,0,0,0.92606
334,IBM241115P00120000,IBM,2024-11-15,2024-10-25,120.00,put,0.00,0.01,0.00,0.85,0,0,0.80030
335,IBM241115C00125000,IBM,2024-11-15,2024-10-25,125.00,call,0.00,90.22,88.70,91.75,0,0,1.03490
336,IBM241115P00125000,IBM,2024-11-15,2024-10-25,125.00,put,0.00,0.01,0.00,0.85,0,0,0.74756
337,IBM241115C00130000,IBM,2024-11-15,2024-10-25,130.00,call,0.00,85.08,83.40,86.75,0,0,0.81250
338,IBM241115P00130000,IBM,2024-11-15,2024-10-25,130.00,put,0.00,0.01,0.00,0.85,0,10,0.69695
339,IBM241115C00135000,IBM,2024-11-15,2024-10-25,135.00,call,0.00,80.10,78.45,81.75,0,0,0.76631
340,IBM241115P00135000,IBM,2024-11-15,2024-10-25,135.00,put,0.00,0.01,0.00,0.85,0,13,0.64802
341,IBM241115C00140000,IBM,2024-11-15,2024-10-25,140.00,call,0.00,75.10,73.40,76.80,0,0,0.68933
342,IBM241115P00140000,IBM,2024-11-15,2024-10-25,140.00,put,0.00,0.01,0.00,0.58,0,12,0.60076
343,IBM241115C00145000,IBM,2024-11-15,2024-10-25,145.00,call,0.00,70.12,68.45,71.80,0,0,0.64741
344,IBM241115P00145000,IBM,2024-11-15,2024-10-25,145.00,put,0.00,0.01,0.00,0.85,0,11,0.55503
345,IBM241115C00150000,IBM,2024-11-15,2024-10-25,150.00,call,82.00,65.03,63.30,66.75,0,3,0.21978
346,IBM241115P00150000,IBM,2024-11-15,2024-10-25,150.00,put,0.00,0.01,0.00,0.05,0,20,0.51067
347,IBM241115C00155000,IBM,2024-11-15,2024-10-25,155.00,call,59.82,60.15,59.25,61.05,5,16,0.55031
348,IBM241115P00155000,IBM,2024-11-15,2024-10-25,155.00,put,0.00,0.01,0.00,0.05,0,23,0.46753
349,IBM241115C00160000,IBM,2024-11-15,2024-10-25,160.00,call,59.95,55.10,53.40,56.80,0,5,0.18579
350,IBM241115P00160000,IBM,2024-11-15,2024-10-25,160.00,put,0.00,0.01,0.00,0.39,0,53,0.42561
351,IBM241115C00165000,IBM,2024-11-15,2024-10-25,165.00,call,37.55,50.50,49.15,51.85,0,1,0.60915
352,IBM241115P00165000,IBM,2024-11-15,2024-10-25,165.00,put,0.00,0.01,0.00,0.89,0,62,0.38476
353,IBM241115C00170000,IBM,2024-11-15,2024-10-25,170.00,call,57.62,45.15,43.45,46.85,0,4,0.33873
354,IBM241115P00170000,IBM,2024-11-15,2024-10-25,170.00,put,0.00,0.01,0.00,0.90,0,242,0.34482
355,IBM241115C00175000,IBM,2024-11-15,2024-10-25,175.00,call,42.70,40.17,38.50,41.85,0,37,0.31693
356,IBM241115P00175000,IBM,2024-11-15,2024-10-25,175.00,put,0.00,0.06,0.04,0.08,0,122,0.37241
357,IBM241115C00180000,IBM,2024-11-15,2024-10-25,180.00,call,52.06,35.17,34.25,36.10,0,25,0.21068
358,IBM241115P00180000,IBM,2024-11-15,2024-10-25,180.00,put,0.10,0.08,0.06,0.10,4,1013,0.34025
359,IBM241115C00185000,IBM,2024-11-15,2024-10-25,185.00,call,30.40,30.23,29.40,31.05,1,124,0.27364
360,IBM241115P00185000,IBM,2024-11-15,2024-10-25,185.00,put,0.15,0.18,0.06,0.30,1,551,0.33400
361,IBM241115C00190000,IBM,2024-11-15,2024-10-25,190.00,call,25.00,25.42,24.70,26.15,11,132,0.29498
362,IBM241115P00190000,IBM,2024-11-15,2024-10-25,190.00,put,0.17,0.17,0.10,0.25,206,3053,0.28111
363,IBM241115C00195000,IBM,2024-11-15,2024-10-25,195.00,call,22.25,20.02,19.80,20.25,0,265,0.06685
364,IBM241115P00195000,IBM,2024-11-15,2024-10-25,195.00,put,0.34,0.34,0.29,0.40,43,1914,0.26586
365,IBM241115C00200000,IBM,2024-11-15,2024-10-25,200.00,call,15.30,15.18,14.95,15.40,18,806,0.04986
366,IBM241115P00200000,IBM,2024-11-15,2024-10-25,200.00,put,0.67,0.67,0.64,0.70,706,1419,0.25123
367,IBM241115C00205000,IBM,2024-11-15,2024-10-25,205.00,call,10.71,10.90,10.50,11.30,8,3916,0.18721
368,IBM241115P00205000,IBM,2024-11-15,2024-10-25,205.00,put,1.33,1.41,1.27,1.54,126,5028,0.24574
369,IBM241115C00207500,IBM,2024-11-15,2024-10-25,207.50,call,10.85,8.65,8.50,8.80,1,0,0.17318
370,IBM241115P00207500,IBM,2024-11-15,2024-10-25,207.50,put,1.78,1.82,1.73,1.92,68,217,0.23385
371,IBM241115C00210000,IBM,2024-11-15,2024-10-25,210.00,call,6.68,7.15,6.60,7.70,53,4307,0.19635
372,IBM241115P00210000,IBM,2024-11-15,2024-10-25,210.00,put,2.70,2.65,2.60,2.69,448,6573,0.23797
373,IBM241115C00212500,IBM,2024-11-15,2024-10-25,212.50,call,5.00,5.05,5.00,5.10,127,99,0.17135
374,IBM241115P00212500,IBM,2024-11-15,2024-10-25,212.50,put,3.65,3.62,3.55,3.70,272,238,0.23888
375,IBM241115C00215000,IBM,2024-11-15,2024-10-25,215.00,call,3.75,3.67,3.60,3.75,221,1051,0.17227
376,IBM241115P00215000,IBM,2024-11-15,2024-10-25,215.00,put,4.85,4.83,4.70,4.95,1400,1882,0.24178
377,IBM241115C00217500,IBM,2024-11-15,2024-10-25,217.50,call,2.60,2.58,2.52,2.64,223,583,0.17364
378,IBM241115P00217500,IBM,2024-11-15,2024-10-25,217.50,put,6.19,6.38,6.30,6.45,128,481,0.25138
379,IBM241115C00220000,IBM,2024-11-15,2024-10-25,220.00,call,1.67,1.79,1.67,1.92,5499,4606,0.17715
380,IBM241115P00220000,IBM,2024-11-15,2024-10-25,220.00,put,8.10,7.88,7.55,8.20,226,11985,0.24955
381,IBM241115C00222500,IBM,2024-11-15,2024-10-25,222.50,call,1.06,1.19,1.07,1.30,88,190,0.17913
382,IBM241115P00222500,IBM,2024-11-15,2024-10-25,222.50,put,10.05,9.90,9.60,10.20,9,135,0.26662
383,IBM241115C00225000,IBM,2024-11-15,2024-10-25,225.00,call,0.70,0.82,0.69,0.96,603,1674,0.18522
384,IBM241115P00225000,IBM,2024-11-15,2024-10-25,225.00,put,11.94,11.75,11.10,12.40,175,729,0.26723
385,IBM241115C00227500,IBM,2024-11-15,2024-10-25,227.50,call,0.48,0.56,0.44,0.68,96,285,0.19102
386,IBM241115P00227500,IBM,2024-11-15,2024-10-25,227.50,put,0.00,14.57,14.25,14.90,0,161,0.32211
387,IBM241115C00230000,IBM,2024-11-15,2024-10-25,230.00,call,0.26,0.44,0.28,0.60,209,2885,0.20382
388,IBM241115P00230000,IBM,2024-11-15,2024-10-25,230.00,put,16.51,16.48,15.85,17.10,112,1793,0.31708
389,IBM241115C00232500,IBM,2024-11-15,2024-10-25,232.50,call,0.26,0.23,0.09,0.37,17,557,0.19727
390,IBM241115P00232500,IBM,2024-11-15,2024-10-25,232.50,put,17.99,18.85,18.05,19.65,3,141,0.33873
391,IBM241115C00235000,IBM,2024-11-15,2024-10-25,235.00,call,0.19,0.20,0.09,0.30,129,1716,0.21282
392,IBM241115P00235000,IBM,2024-11-15,2024-10-25,235.00,put,21.55,21.25,20.55,21.95,16,1225,0.36052
393,IBM241115C00237500,IBM,2024-11-15,2024-10-25,237.50,call,0.18,0.15,0.06,0.24,0,104,0.22135
394,IBM241115P00237500,IBM,2024-11-15,2024-10-25,237.50,put,23.46,23.38,22.15,24.60,2,13,0.35748
395,IBM241115C00240000,IBM,2024-11-15,2024-10-25,240.00,call,0.07,0.07,0.06,0.08,110,2855,0.21342
396,IBM241115P00240000,IBM,2024-11-15,2024-10-25,240.00,put,0.00,26.68,26.25,27.10,0,447,0.45061
397,IBM241115C00242500,IBM,2024-11-15,2024-10-25,242.50,call,0.15,0.07,0.02,0.12,2,131,0.23050
398,IBM241115P00242500,IBM,2024-11-15,2024-10-25,242.50,put,0.00,28.77,27.50,30.05,0,0,0.44482
399,IBM241115C00245000,IBM,2024-11-15,2024-10-25,245.00,call,0.10,0.06,0.05,0.07,125,1447,0.24208
400,IBM241115P00245000,IBM,2024-11-15,2024-10-25,245.00,put,0.00,31.43,30.35,32.50,0,111,0.48476
401,IBM241115C00247500,IBM,2024-11-15,2024-10-25,247.50,call,0.06,0.38,0.01,0.75,0,44,0.34864
402,IBM241115P00247500,IBM,2024-11-15,2024-10-25,247.50,put,0.00,34.23,33.10,35.35,0,14,0.53598
403,IBM241115C00250000,IBM,2024-11-15,2024-10-25,250.00,call,0.03,0.06,0.03,0.09,167,1368,0.27425
404,IBM241115P00250000,IBM,2024-11-15,2024-10-25,250.00,put,0.00,36.38,34.70,38.05,0,5,0.53140
405,IBM241115C00252500,IBM,2024-11-15,2024-10-25,252.50,call,0.12,0.01,0.00,0.12,6,93,0.23736
406,IBM241115P00252500,IBM,2024-11-15,2024-10-25,252.50,put,0.00,38.95,37.30,40.60,0,0,0.56235
407,IBM241115C00255000,IBM,2024-11-15,2024-10-25,255.00,call,0.01,0.03,0.01,0.05,50,1174,0.28065
408,IBM241115P00255000,IBM,2024-11-15,2024-10-25,255.00,put,0.00,41.53,39.95,43.10,0,0,0.59406
409,IBM241115C00260000,IBM,2024-11-15,2024-10-25,260.00,call,0.12,0.17,0.02,0.32,10,310,0.38720
410,IBM241115P00260000,IBM,2024-11-15,2024-10-25,260.00,put,0.00,46.60,45.35,47.85,0,15,0.64802
411,IBM241115C00265000,IBM,2024-11-15,2024-10-25,265.00,call,0.04,0.01,0.00,0.13,4,215,0.30092
412,IBM241115P00265000,IBM,2024-11-15,2024-10-25,265.00,put,0.00,51.30,49.60,53.00,0,13,0.66402
413,IBM241115C00270000,IBM,2024-11-15,2024-10-25,270.00,call,0.03,0.01,0.00,0.58,0,201,0.32516
414,IBM241115P00270000,IBM,2024-11-15,2024-10-25,270.00,put,0.00,56.25,54.50,58.00,0,1,0.70213
415,IBM241115C00275000,IBM,2024-11-15,2024-10-25,275.00,call,0.01,0.23,0.01,0.45,3,30,0.50336
416,IBM241115P00275000,IBM,2024-11-15,2024-10-25,275.00,put,0.00,61.25,59.50,63.00,0,0,0.74405
417,IBM241115C00280000,IBM,2024-11-15,2024-10-25,280.00,call,0.01,0.01,0.00,0.25,0,160,0.37181
418,IBM241115P00280000,IBM,2024-11-15,2024-10-25,280.00,put,0.00,66.67,65.30,68.05,0,0,0.83003
419,IBM241115C00285000,IBM,2024-11-15,2024-10-25,285.00,call,0.14,0.01,0.00,0.82,0,26,0.39421
420,IBM241115P00285000,IBM,2024-11-15,2024-10-25,285.00,put,0.00,71.65,70.25,73.05,0,0,0.86859
421,IBM241115C00290000,IBM,2024-11-15,2024-10-25,290.00,call,0.00,0.01,0.00,0.83,0,0,0.41616
422,IBM241115P00290000,IBM,2024-11-15,2024-10-25,290.00,put,0.00,76.22,74.45,78.00,0,2,0.85929
423,IBM241115C00295000,IBM,2024-11-15,2024-10-25,295.00,call,0.00,0.01,0.00,0.83,0,0,0.43766
424,IBM241115P00295000,IBM,2024-11-15,2024-10-25,295.00,put,0.00,81.17,79.50,82.85,0,0,0.89069
425,IBM241115C00300000,IBM,2024-11-15,2024-10-25,300.00,call,0.05,0.01,0.00,0.96,0,6,0.45854
426,IBM241115P00300000,IBM,2024-11-15,2024-10-25,300.00,put,0.00,86.22,84.45,88.00,0,0,0.93338
427,IBM241115C00305000,IBM,2024-11-15,2024-10-25,305.00,call,0.20,0.01,0.00,0.96,0,7,0.47912
428,IBM241115P00305000,IBM,2024-11-15,2024-10-25,305.00,put,0.00,91.15,89.45,92.85,0,0,0.96021
429,IBM241115C00310000,IBM,2024-11-15,2024-10-25,310.00,call,0.00,0.01,0.00,1.27,0,0,0.49924
430,IBM241115P00310000,IBM,2024-11-15,2024-10-25,310.00,put,0.00,96.20,94.40,98.00,0,0,1.00136
431,IBM241115C00315000,IBM,2024-11-15,2024-10-25,315.00,call,0.03,0.01,0.00,0.30,0,26,0.51891
432,IBM241115P00315000,IBM,2024-11-15,2024-10-25,315.00,put,0.00,101.25,99.65,102.85,0,0,1.04206
433,IBM241122C00115000,IBM,2024-11-22,2024-10-25,115.00,call,0.00,100.12,98.55,101.70,0,0,0.80381
434,IBM241122P00115000,IBM,2024-11-22,2024-10-25,115.00,put,0.00,0.01,0.00,1.28,0,0,0.74146
435,IBM241122C00120000,IBM,2024-11-22,2024-10-25,120.00,call,0.00,94.65,93.35,95.95,0,0,0.24407
436,IBM241122P00120000,IBM,2024-11-22,2024-10-25,120.00,put,0.00,0.01,0.00,1.03,0,0,0.69405
437,IBM241122C00125000,IBM,2024-11-22,2024-10-25,125.00,call,0.00,89.80,88.60,91.00,0,0,0.23118
438,IBM241122P00125000,IBM,2024-11-22,2024-10-25,125.00,put,0.00,0.01,0.00,1.28,0,0,0.64848
439,IBM241122C00130000,IBM,2024-11-22,2024-10-25,130.00,call,0.00,84.67,83.35,86.00,0,0,0.21829
440,IBM241122P00130000,IBM,2024-11-22,2024-10-25,130.00,put,0.00,0.01,0.00,1.28,0,0,0.60457
441,IBM241122C00135000,IBM,2024-11-22,2024-10-25,135.00,call,0.00,79.85,78.65,81.05,0,0,0.20540
442,IBM241122P00135000,IBM,2024-11-22,2024-10-25,135.00,put,0.00,0.01,0.00,0.58,0,0,0.56220
443,IBM241122C00140000,IBM,2024-11-22,2024-10-25,140.00,call,78.07,74.72,73.40,76.05,5,0,0.19251
444,IBM241122P00140000,IBM,2024-11-22,2024-10-25,140.00,put,0.00,0.01,0.00,1.28,0,0,0.52134
445,IBM241122C00145000,IBM,2024-11-22,2024-10-25,145.00,call,0.00,70.08,68.40,71.75,0,0,0.17962
446,IBM241122P00145000,IBM,2024-11-22,2024-10-25,145.00,put,0.00,0.01,0.00,1.28,0,0,0.48171
447,IBM241122C00150000,IBM,2024-11-22,2024-10-25,150.00,call,0.00,64.72,63.45,66.00,0,0,0.16673
448,IBM241122P00150000,IBM,2024-11-22,2024-10-25,150.00,put,0.00,0.01,0.00,1.28,0,0,0.44330
449,IBM241122C00155000,IBM,2024-11-22,2024-10-25,155.00,call,0.00,59.85,58.65,61.05,0,0,0.15384
450,IBM241122P00155000,IBM,2024-11-22,2024-10-25,155.00,put,0.00,0.01,0.00,1.30,0,0,0.40595
451,IBM241122C00160000,IBM,2024-11-22,2024-10-25,160.00,call,0.00,54.78,53.45,56.10,0,0,0.14095
452,IBM241122P00160000,IBM,2024-11-22,2024-10-25,160.00,put,0.00,0.01,0.00,1.30,0,0,0.36967
453,IBM241122C00165000,IBM,2024-11-22,2024-10-25,165.00,call,0.00,49.75,48.45,51.05,0,0,0.12806
454,IBM241122P00165000,IBM,2024-11-22,2024-10-25,165.00,put,0.00,0.01,0.00,0.39,0,2,0.33431
455,IBM241122C00170000,IBM,2024-11-22,2024-10-25,170.00,call,0.00,44.78,43.45,46.10,0,0,0.11517
